Student_ID,Age,Gender,Parental_Education,Study_Hours_Per_Week,Attendance_Rate,Past_Exam_Score,Internal_Assessment_Score,Assignment_Completion_Rate,Tutoring_Classes,Internet_Access,Extracurricular_Activities,Sleep_Hours_Per_Day,Final_Score,Performance_Category,Passed,Attendance_Group,Study_Hours_Group,Risk_Level,Grade_Point
STU1306,22,Male,Master,21.9,76.9,49.0,17.6,74.3,No,Yes,No,6.5,58.2,Pass,Yes,Good (75-85%),High (>16 hrs),Moderate Risk,5.82
STU1307,19,Female,High School,10.7,74.1,68.0,36.1,64.6,Yes,Yes,No,7.0,69.5,Merit,Yes,Moderate (65-75%),Medium (8-16 hrs),Low Risk,6.95
STU1308,19,Female,Diploma,12.7,84.1,82.8,34.6,69.4,No,Yes,Yes,5.5,73.2,Merit,Yes,Good (75-85%),Medium (8-16 hrs),Low Risk,7.32
STU1309,20,Female,High School,11.7,89.0,63.3,28.0,75.4,No,Yes,No,8.9,63.1,Pass,Yes,Excellent (>85%),Medium (8-16 hrs),Moderate Risk,6.31
STU1310,19,Female,High School,12.0,81.8,76.9,40.7,79.8,No,Yes,Yes,7.0,70.5,Merit,Yes,Good (75-85%),Medium (8-16 hrs),Low Risk,7.05
STU1311,19,Female,Bachelor,19.2,94.8,74.1,26.1,77.8,No,Yes,Yes,7.9,74.2,Merit,Yes,Excellent (>85%),High (>16 hrs),Low Risk,7.42
STU1312,18,Female,High School,28.5,73.8,67.0,24.2,65.5,Yes,Yes,No,5.9,64.7,Pass,Yes,Moderate (65-75%),High (>16 hrs),Moderate Risk,6.47
STU1313,18,Female,Diploma,24.5,91.3,73.0,34.4,80.7,Yes,No,No,7.8,73.1,Merit,Yes,Excellent (>85%),High (>16 hrs),Low Risk,7.31
STU1314,22,Male,High School,9.7,79.2,68.4,22.1,67.0,No,Yes,Yes,7.9,58.8,Pass,Yes,Good (75-85%),Medium (8-16 hrs),Moderate Risk,5.88
STU1315,21,Male,Diploma,14.7,78.6,63.0,21.2,68.9,Yes,Yes,No,8.0,64.0,Pass,Yes,Good (75-85%),Medium (8-16 hrs),Moderate Risk,6.4
STU1316,20,Male,Bachelor,8.3,89.2,70.5,35.8,90.7,No,No,Yes,9.1,61.5,Pass,Yes,Excellent (>85%),Medium (8-16 hrs),Moderate Risk,6.15
STU1317,19,Female,Bachelor,8.7,89.2,85.3,37.0,72.8,Yes,Yes,No,6.4,80.6,Distinction,Yes,Excellent (>85%),Medium (8-16 hrs),Low Risk,8.06
STU1318,18,Female,Bachelor,12.4,94.2,71.6,39.9,89.0,Yes,Yes,Yes,6.8,83.3,Distinction,Yes,Excellent (>85%),Medium (8-16 hrs),Low Risk,8.33
STU1319,18,Male,Diploma,8.6,86.3,68.1,27.0,78.1,No,Yes,Yes,6.1,61.8,Pass,Yes,Excellent (>85%),Medium (8-16 hrs),Moderate Risk,6.18
STU1320,19,Female,Master,9.3,88.7,52.7,22.6,85.5,Yes,Yes,No,6.9,65.0,Merit,Yes,Excellent (>85%),Medium (8-16 hrs),Low Risk,6.5
STU1321,19,Male,Bachelor,14.5,88.1,84.8,40.1,83.4,No,Yes,No,7.7,79.7,Merit,Yes,Excellent (>85%),Medium (8-16 hrs),Low Risk,7.97
STU1322,20,Female,Diploma,16.5,96.5,45.3,22.0,82.0,No,Yes,Yes,7.7,58.7,Pass,Yes,Excellent (>85%),High (>16 hrs),Moderate Risk,5.87
STU1323,20,Male,Diploma,16.3,87.6,41.1,17.6,88.3,No,No,No,8.8,44.7,At-Risk,No,Excellent (>85%),High (>16 hrs),High Risk,4.47
STU1324,19,Male,Master,16.3,83.4,70.2,29.3,78.2,No,Yes,Yes,7.5,70.6,Merit,Yes,Good (75-85%),High (>16 hrs),Low Risk,7.06
STU1325,22,Male,Bachelor,6.2,70.8,52.7,24.5,76.0,Yes,Yes,No,7.0,59.8,Pass,Yes,Moderate (65-75%),Low (<8 hrs),Moderate Risk,5.98
STU1326,20,Male,Bachelor,8.4,75.1,80.2,40.9,70.7,No,Yes,Yes,5.8,75.6,Merit,Yes,Good (75-85%),Medium (8-16 hrs),Low Risk,7.56
STU1327,19,Male,Diploma,13.1,66.1,41.4,21.3,76.0,No,Yes,No,8.0,49.5,At-Risk,No,Moderate (65-75%),Medium (8-16 hrs),High Risk,4.95
STU1328,20,Male,High School,21.5,79.5,78.5,33.1,81.1,No,Yes,No,6.8,70.6,Merit,Yes,Good (75-85%),High (>16 hrs),Low Risk,7.06
STU1329,19,Female,Bachelor,35.0,51.2,76.5,31.0,65.2,No,Yes,Yes,8.0,67.5,Merit,Yes,Critical (<65%),High (>16 hrs),High Risk,6.75
STU1330,18,Female,Bachelor,15.0,91.4,66.7,27.6,84.3,No,Yes,No,6.5,59.3,Pass,Yes,Excellent (>85%),Medium (8-16 hrs),Moderate Risk,5.93
STU1331,19,Male,Diploma,18.3,72.1,35.6,12.0,69.9,No,Yes,No,8.3,45.4,At-Risk,No,Moderate (65-75%),High (>16 hrs),High Risk,4.54
STU1332,20,Female,Bachelor,5.8,76.0,40.9,18.9,78.3,No,Yes,No,7.4,58.1,Pass,Yes,Good (75-85%),Low (<8 hrs),Moderate Risk,5.81
STU1333,18,Female,High School,18.1,49.5,68.4,33.6,62.3,Yes,Yes,Yes,8.1,68.7,Merit,Yes,Critical (<65%),High (>16 hrs),High Risk,6.87
STU1334,18,Male,Bachelor,31.4,88.9,61.7,27.5,91.5,Yes,Yes,No,7.4,73.2,Merit,Yes,Excellent (>85%),High (>16 hrs),Low Risk,7.32
STU1335,18,Male,Master,8.4,85.2,75.2,39.9,76.1,No,Yes,No,6.0,72.3,Merit,Yes,Excellent (>85%),Medium (8-16 hrs),Low Risk,7.23
STU1336,18,Male,Master,9.5,79.8,64.0,35.0,81.8,Yes,Yes,No,6.6,69.9,Merit,Yes,Good (75-85%),Medium (8-16 hrs),Low Risk,6.99
STU1337,21,Male,Diploma,19.5,80.8,62.8,29.3,70.8,Yes,Yes,No,5.6,73.2,Merit,Yes,Good (75-85%),High (>16 hrs),Low Risk,7.32
STU1338,20,Female,Diploma,13.0,89.0,31.0,16.4,83.2,Yes,Yes,Yes,7.2,60.4,Pass,Yes,Excellent (>85%),Medium (8-16 hrs),Moderate Risk,6.04
STU1339,19,Male,Bachelor,3.8,40.0,76.5,31.3,45.0,No,Yes,No,5.4,51.4,Pass,Yes,Critical (<65%),Low (<8 hrs),High Risk,5.14
STU1340,18,Female,Bachelor,9.8,76.5,55.9,23.9,70.5,Yes,Yes,No,7.3,61.7,Pass,Yes,Good (75-85%),Medium (8-16 hrs),Moderate Risk,6.17
STU1341,19,Female,Bachelor,25.1,90.4,59.4,31.2,91.9,No,Yes,Yes,4.0,69.1,Merit,Yes,Excellent (>85%),High (>16 hrs),Low Risk,6.91
STU1342,19,Male,Master,11.1,57.5,50.0,20.5,53.2,Yes,Yes,No,7.9,53.8,Pass,Yes,Critical (<65%),Medium (8-16 hrs),High Risk,5.38
STU1343,18,Female,Bachelor,11.0,59.5,43.4,24.7,64.3,No,Yes,No,5.8,51.7,Pass,Yes,Critical (<65%),Medium (8-16 hrs),High Risk,5.17
STU1344,19,Male,Diploma,18.9,87.4,85.6,42.4,83.0,No,Yes,No,6.0,80.9,Distinction,Yes,Excellent (>85%),High (>16 hrs),Low Risk,8.09
STU1345,19,Female,High School,15.2,65.8,76.1,36.9,58.5,No,Yes,Yes,8.5,68.6,Merit,Yes,Moderate (65-75%),Medium (8-16 hrs),Low Risk,6.86
STU1346,20,Male,High School,10.7,83.9,76.4,30.3,75.2,Yes,Yes,No,7.4,64.7,Pass,Yes,Good (75-85%),Medium (8-16 hrs),Moderate Risk,6.47
STU1347,20,Female,High School,9.2,62.5,62.0,26.8,65.0,No,Yes,Yes,7.9,54.3,Pass,Yes,Critical (<65%),Medium (8-16 hrs),Moderate Risk,5.43
STU1348,18,Female,Master,35.0,82.6,40.7,20.6,71.6,No,Yes,No,5.9,59.1,Pass,Yes,Good (75-85%),High (>16 hrs),Moderate Risk,5.91
STU1349,19,Male,Diploma,23.1,70.7,94.4,39.0,75.5,No,Yes,No,8.1,81.0,Distinction,Yes,Moderate (65-75%),High (>16 hrs),Low Risk,8.1
STU1350,20,Female,Diploma,16.3,82.6,70.9,31.2,87.3,No,Yes,No,6.8,66.9,Merit,Yes,Good (75-85%),High (>16 hrs),Low Risk,6.69
STU1351,19,Female,Bachelor,16.9,63.3,66.9,32.7,58.6,No,Yes,Yes,7.1,59.3,Pass,Yes,Critical (<65%),High (>16 hrs),Moderate Risk,5.93
STU1352,21,Female,Bachelor,12.0,87.6,60.0,25.0,75.1,No,Yes,No,8.6,57.2,Pass,Yes,Excellent (>85%),Medium (8-16 hrs),Moderate Risk,5.72
STU1353,20,Female,Bachelor,15.2,61.0,36.4,13.4,61.8,No,Yes,No,5.7,46.0,At-Risk,No,Critical (<65%),Medium (8-16 hrs),High Risk,4.6
STU1354,18,Female,Diploma,11.4,79.1,81.0,30.1,80.3,No,No,Yes,8.0,61.3,Pass,Yes,Good (75-85%),Medium (8-16 hrs),Moderate Risk,6.13
STU1355,18,Male,Bachelor,7.9,71.3,50.2,21.2,65.5,No,Yes,No,7.4,51.9,Pass,Yes,Moderate (65-75%),Low (<8 hrs),Moderate Risk,5.19
STU1356,20,Male,High School,15.5,93.0,72.7,35.4,75.5,No,No,No,6.8,72.6,Merit,Yes,Excellent (>85%),Medium (8-16 hrs),Low Risk,7.26
STU1357,18,Female,High School,10.8,83.5,75.8,31.1,79.3,No,Yes,No,5.8,68.8,Merit,Yes,Good (75-85%),Medium (8-16 hrs),Low Risk,6.88
STU1358,19,Male,High School,15.9,73.4,69.7,31.4,80.5,Yes,Yes,Yes,6.8,68.0,Merit,Yes,Moderate (65-75%),Medium (8-16 hrs),Low Risk,6.8
STU1359,22,Female,High School,17.3,96.7,71.6,31.4,85.5,No,Yes,Yes,6.1,68.6,Merit,Yes,Excellent (>85%),High (>16 hrs),Low Risk,6.86
STU1360,19,Female,Diploma,16.3,66.3,83.8,35.4,64.8,No,Yes,No,8.3,71.3,Merit,Yes,Moderate (65-75%),High (>16 hrs),Low Risk,7.13
STU1361,19,Male,Bachelor,7.6,81.5,53.9,27.2,86.4,No,Yes,Yes,7.1,59.7,Pass,Yes,Good (75-85%),Low (<8 hrs),Moderate Risk,5.97
STU1362,20,Male,High School,10.2,66.9,67.3,36.0,70.7,Yes,Yes,Yes,6.3,68.9,Merit,Yes,Moderate (65-75%),Medium (8-16 hrs),Low Risk,6.89
STU1363,19,Female,Bachelor,11.0,65.3,61.8,31.3,70.1,No,Yes,No,5.4,49.4,At-Risk,No,Moderate (65-75%),Medium (8-16 hrs),High Risk,4.94
STU1364,19,Male,High School,20.5,54.4,39.2,15.2,59.3,No,Yes,Yes,6.5,48.6,At-Risk,No,Critical (<65%),High (>16 hrs),High Risk,4.86
STU1365,22,Female,High School,20.0,97.8,69.0,38.0,98.0,Yes,Yes,No,8.4,75.3,Merit,Yes,Excellent (>85%),High (>16 hrs),Low Risk,7.53
STU1366,19,Male,Diploma,8.6,79.2,82.5,40.6,79.2,No,Yes,No,7.1,71.9,Merit,Yes,Good (75-85%),Medium (8-16 hrs),Low Risk,7.19
STU1367,22,Female,Master,6.1,66.0,84.3,36.3,74.1,No,No,No,6.8,69.4,Merit,Yes,Moderate (65-75%),Low (<8 hrs),Low Risk,6.94
STU1368,21,Male,Bachelor,35.0,81.4,91.0,38.2,81.0,No,Yes,No,8.9,78.7,Merit,Yes,Good (75-85%),High (>16 hrs),Low Risk,7.87
STU1369,18,Female,Master,16.0,78.3,40.2,22.0,79.5,No,Yes,Yes,6.5,56.1,Pass,Yes,Good (75-85%),Medium (8-16 hrs),Moderate Risk,5.61
STU1370,18,Male,Bachelor,5.6,94.1,87.8,40.1,81.7,Yes,Yes,Yes,6.1,80.4,Distinction,Yes,Excellent (>85%),Low (<8 hrs),Low Risk,8.04
STU1371,18,Female,Bachelor,9.4,54.0,67.6,27.4,53.9,No,Yes,No,7.4,56.5,Pass,Yes,Critical (<65%),Medium (8-16 hrs),High Risk,5.65
STU1372,18,Male,Bachelor,21.0,72.7,87.4,38.8,76.5,No,Yes,Yes,7.5,78.7,Merit,Yes,Moderate (65-75%),High (>16 hrs),Low Risk,7.87
STU1373,18,Female,Bachelor,32.5,73.6,59.5,25.3,67.5,Yes,Yes,No,6.4,69.9,Merit,Yes,Moderate (65-75%),High (>16 hrs),Low Risk,6.99
STU1374,20,Female,High School,29.9,88.9,57.6,23.0,83.5,No,Yes,No,6.1,62.5,Pass,Yes,Excellent (>85%),High (>16 hrs),Moderate Risk,6.25
STU1375,18,Male,Bachelor,15.6,48.2,48.0,25.2,48.7,No,Yes,Yes,8.6,50.8,Pass,Yes,Critical (<65%),Medium (8-16 hrs),High Risk,5.08
STU1376,19,Male,Diploma,12.9,84.3,75.9,36.9,85.3,No,Yes,No,6.5,72.6,Merit,Yes,Good (75-85%),Medium (8-16 hrs),Low Risk,7.26
STU1377,21,Male,Diploma,7.2,95.8,72.2,35.4,79.3,Yes,Yes,Yes,5.4,69.5,Merit,Yes,Excellent (>85%),Low (<8 hrs),Low Risk,6.95
STU1378,18,Female,Bachelor,13.4,57.9,49.4,25.1,67.1,No,Yes,Yes,7.2,59.8,Pass,Yes,Critical (<65%),Medium (8-16 hrs),High Risk,5.98
STU1379,20,Female,High School,7.7,94.3,34.7,12.4,88.1,No,Yes,No,8.0,52.3,Pass,Yes,Excellent (>85%),Low (<8 hrs),Moderate Risk,5.23
STU1380,19,Female,Diploma,10.3,97.6,70.8,29.7,82.1,Yes,Yes,No,6.8,77.9,Merit,Yes,Excellent (>85%),Medium (8-16 hrs),Low Risk,7.79
STU1381,18,Male,High School,19.5,75.3,72.4,37.7,73.6,Yes,Yes,No,7.6,75.7,Merit,Yes,Good (75-85%),High (>16 hrs),Low Risk,7.57
STU1382,20,Male,Master,11.3,94.9,51.2,23.4,82.1,Yes,Yes,Yes,5.8,70.9,Merit,Yes,Excellent (>85%),Medium (8-16 hrs),Low Risk,7.09
STU1383,20,Female,High School,10.9,90.4,48.4,16.6,79.7,No,Yes,Yes,7.7,51.4,Pass,Yes,Excellent (>85%),Medium (8-16 hrs),Moderate Risk,5.14
STU1384,21,Male,High School,12.5,85.6,74.2,34.1,77.0,Yes,Yes,Yes,5.9,72.1,Merit,Yes,Excellent (>85%),Medium (8-16 hrs),Low Risk,7.21
STU1385,20,Female,Master,35.0,89.1,91.0,43.2,73.6,Yes,No,Yes,7.3,87.2,Distinction,Yes,Excellent (>85%),High (>16 hrs),Low Risk,8.72
STU1386,20,Male,Diploma,6.7,56.2,58.1,28.0,69.1,No,Yes,Yes,7.8,52.5,Pass,Yes,Critical (<65%),Low (<8 hrs),High Risk,5.25
STU1387,19,Female,High School,14.8,66.5,52.7,20.4,57.2,No,Yes,No,7.1,52.0,Pass,Yes,Moderate (65-75%),Medium (8-16 hrs),Moderate Risk,5.2
STU1388,18,Male,Diploma,28.6,88.5,69.2,37.7,85.2,No,Yes,No,5.6,78.1,Merit,Yes,Excellent (>85%),High (>16 hrs),Low Risk,7.81
STU1389,20,Male,High School,12.5,62.8,73.9,28.0,61.4,No,Yes,Yes,5.7,61.9,Pass,Yes,Critical (<65%),Medium (8-16 hrs),Moderate Risk,6.19
STU1390,20,Female,High School,22.9,68.1,59.9,27.3,70.6,Yes,Yes,Yes,8.8,70.5,Merit,Yes,Moderate (65-75%),High (>16 hrs),Low Risk,7.05
STU1391,23,Female,High School,5.9,70.8,93.4,48.1,66.7,No,Yes,No,6.2,71.7,Merit,Yes,Moderate (65-75%),Low (<8 hrs),Low Risk,7.17
STU1392,19,Female,Diploma,11.5,89.2,77.6,37.0,85.9,Yes,Yes,No,7.8,73.6,Merit,Yes,Excellent (>85%),Medium (8-16 hrs),Low Risk,7.36
STU1393,19,Male,Bachelor,8.2,92.1,59.7,29.8,89.1,No,Yes,No,7.1,58.3,Pass,Yes,Excellent (>85%),Medium (8-16 hrs),Moderate Risk,5.83
STU1394,20,Male,Bachelor,12.4,85.4,42.7,15.5,83.6,No,Yes,Yes,5.9,50.6,Pass,Yes,Excellent (>85%),Medium (8-16 hrs),Moderate Risk,5.06
STU1395,19,Female,Bachelor,12.5,42.3,83.5,38.8,45.0,Yes,Yes,Yes,6.4,67.2,Merit,Yes,Critical (<65%),Medium (8-16 hrs),High Risk,6.72
STU1396,21,Female,High School,13.2,81.1,81.7,36.6,79.9,No,Yes,No,8.9,70.5,Merit,Yes,Good (75-85%),Medium (8-16 hrs),Low Risk,7.05
STU1397,21,Male,Diploma,19.4,78.7,60.8,23.4,70.7,No,No,No,10.0,49.0,At-Risk,No,Good (75-85%),High (>16 hrs),High Risk,4.9
STU1398,19,Male,Bachelor,2.9,97.7,69.9,34.5,79.0,Yes,Yes,No,6.7,73.2,Merit,Yes,Excellent (>85%),Low (<8 hrs),Low Risk,7.32
STU1399,20,Male,High School,9.2,83.8,62.9,25.4,77.0,No,Yes,No,6.6,59.3,Pass,Yes,Good (75-85%),Medium (8-16 hrs),Moderate Risk,5.93
STU1400,20,Female,Bachelor,14.3,85.0,72.3,30.1,78.2,No,Yes,Yes,5.2,62.0,Pass,Yes,Good (75-85%),Medium (8-16 hrs),Moderate Risk,6.2
STU1401,18,Male,Diploma,3.9,78.9,50.7,24.3,74.6,No,Yes,No,5.2,49.9,At-Risk,No,Good (75-85%),Low (<8 hrs),High Risk,4.99
STU1402,21,Male,Bachelor,17.5,91.4,48.7,21.4,88.1,No,Yes,No,6.1,59.5,Pass,Yes,Excellent (>85%),High (>16 hrs),Moderate Risk,5.95
STU1403,19,Male,Diploma,9.1,84.8,76.4,35.0,75.5,No,Yes,Yes,6.5,73.2,Merit,Yes,Good (75-85%),Medium (8-16 hrs),Low Risk,7.32
STU1404,21,Male,Diploma,11.6,78.6,78.1,34.4,71.3,Yes,Yes,No,7.0,72.2,Merit,Yes,Good (75-85%),Medium (8-16 hrs),Low Risk,7.22
STU1405,19,Male,Bachelor,19.8,86.8,58.1,31.1,72.0,Yes,Yes,No,7.8,69.9,Merit,Yes,Excellent (>85%),High (>16 hrs),Low Risk,6.99
STU1406,21,Male,Bachelor,23.4,80.9,54.5,21.3,80.4,No,Yes,Yes,7.2,62.9,Pass,Yes,Good (75-85%),High (>16 hrs),Moderate Risk,6.29
STU1407,19,Male,High School,17.7,96.6,81.1,34.9,89.0,Yes,Yes,Yes,7.8,74.5,Merit,Yes,Excellent (>85%),High (>16 hrs),Low Risk,7.45
STU1408,18,Female,Master,6.6,86.1,55.0,26.4,77.3,No,Yes,Yes,6.3,64.5,Pass,Yes,Excellent (>85%),Low (<8 hrs),Moderate Risk,6.45
STU1409,21,Male,High School,17.3,76.8,65.8,26.2,77.9,No,Yes,Yes,6.9,65.5,Merit,Yes,Good (75-85%),High (>16 hrs),Low Risk,6.55
STU1410,18,Female,High School,17.9,86.7,64.0,25.2,81.4,Yes,Yes,No,6.6,65.8,Merit,Yes,Excellent (>85%),High (>16 hrs),Low Risk,6.58
STU1411,19,Female,Bachelor,16.1,70.6,44.5,20.5,68.8,Yes,Yes,No,5.6,53.5,Pass,Yes,Moderate (65-75%),High (>16 hrs),Moderate Risk,5.35
STU1412,22,Female,Bachelor,25.3,75.4,67.7,33.5,73.0,No,Yes,Yes,4.8,63.6,Pass,Yes,Good (75-85%),High (>16 hrs),Moderate Risk,6.36
STU1413,22,Female,Master,13.4,90.6,66.3,33.3,86.1,No,Yes,Yes,6.3,67.3,Merit,Yes,Excellent (>85%),Medium (8-16 hrs),Low Risk,6.73
STU1414,19,Male,Diploma,24.8,86.6,70.0,31.8,83.8,No,No,No,4.3,58.7,Pass,Yes,Excellent (>85%),High (>16 hrs),Moderate Risk,5.87
STU1415,20,Male,High School,24.7,78.3,67.2,27.9,70.6,No,Yes,Yes,5.8,62.4,Pass,Yes,Good (75-85%),High (>16 hrs),Moderate Risk,6.24
STU1416,19,Female,Bachelor,18.1,61.4,94.9,43.7,55.8,Yes,Yes,Yes,7.6,72.9,Merit,Yes,Critical (<65%),High (>16 hrs),Low Risk,7.29
STU1417,19,Female,Diploma,14.9,83.1,81.3,38.6,71.3,No,Yes,Yes,7.2,73.3,Merit,Yes,Good (75-85%),Medium (8-16 hrs),Low Risk,7.33
STU1418,19,Female,Diploma,16.2,77.5,65.5,30.4,77.0,Yes,Yes,No,7.0,68.6,Merit,Yes,Good (75-85%),High (>16 hrs),Low Risk,6.86
STU1419,20,Female,Diploma,27.9,71.1,66.8,34.4,77.2,No,Yes,Yes,8.3,74.6,Merit,Yes,Moderate (65-75%),High (>16 hrs),Low Risk,7.46
STU1420,20,Female,High School,21.4,95.0,89.7,36.8,84.7,No,Yes,No,6.2,84.0,Distinction,Yes,Excellent (>85%),High (>16 hrs),Low Risk,8.4
STU1421,20,Male,Diploma,7.1,57.6,77.1,32.3,53.7,No,No,Yes,7.8,54.0,Pass,Yes,Critical (<65%),Low (<8 hrs),High Risk,5.4
STU1422,20,Male,Diploma,15.7,70.3,47.8,25.3,74.3,No,No,Yes,6.1,50.8,Pass,Yes,Moderate (65-75%),Medium (8-16 hrs),Moderate Risk,5.08
STU1423,18,Female,Bachelor,7.9,94.1,78.3,30.1,92.5,No,Yes,Yes,7.3,74.9,Merit,Yes,Excellent (>85%),Low (<8 hrs),Low Risk,7.49
STU1424,19,Female,Bachelor,8.9,69.6,82.4,35.2,76.3,No,Yes,No,7.2,68.2,Merit,Yes,Moderate (65-75%),Medium (8-16 hrs),Low Risk,6.82
STU1425,18,Male,High School,10.5,64.7,87.6,36.9,67.4,No,Yes,No,7.2,69.7,Merit,Yes,Critical (<65%),Medium (8-16 hrs),Low Risk,6.97
STU1426,19,Female,High School,5.5,71.2,59.4,21.3,77.1,No,Yes,Yes,6.6,51.7,Pass,Yes,Moderate (65-75%),Low (<8 hrs),Moderate Risk,5.17
STU1427,19,Male,High School,7.7,91.6,58.4,25.6,74.4,Yes,Yes,Yes,7.4,63.7,Pass,Yes,Excellent (>85%),Low (<8 hrs),Moderate Risk,6.37
STU1428,21,Female,High School,25.9,82.6,51.8,25.9,70.0,No,Yes,No,7.4,62.9,Pass,Yes,Good (75-85%),High (>16 hrs),Moderate Risk,6.29
STU1429,19,Male,Bachelor,8.9,72.5,69.3,31.7,62.6,Yes,Yes,No,5.4,61.5,Pass,Yes,Moderate (65-75%),Medium (8-16 hrs),Moderate Risk,6.15
STU1430,18,Male,Master,19.5,79.3,75.3,36.7,79.8,Yes,Yes,Yes,7.9,81.9,Distinction,Yes,Good (75-85%),High (>16 hrs),Low Risk,8.19
STU1431,18,Female,Bachelor,14.0,91.9,57.8,30.2,75.7,Yes,Yes,No,5.6,67.1,Merit,Yes,Excellent (>85%),Medium (8-16 hrs),Low Risk,6.71
STU1432,20,Male,Bachelor,16.9,69.2,63.0,27.0,68.4,No,No,Yes,6.0,57.8,Pass,Yes,Moderate (65-75%),High (>16 hrs),Moderate Risk,5.78
STU1433,20,Female,Diploma,17.3,68.9,36.2,25.6,67.7,Yes,No,Yes,7.3,57.0,Pass,Yes,Moderate (65-75%),High (>16 hrs),Moderate Risk,5.7
STU1434,18,Female,Diploma,7.5,85.4,86.1,37.5,76.0,No,Yes,Yes,7.7,74.3,Merit,Yes,Excellent (>85%),Low (<8 hrs),Low Risk,7.43
STU1435,18,Female,Master,19.4,74.9,43.1,18.7,79.8,No,Yes,No,7.2,53.6,Pass,Yes,Moderate (65-75%),High (>16 hrs),Moderate Risk,5.36
STU1436,20,Male,Master,6.2,65.3,70.2,29.1,59.1,Yes,No,Yes,7.4,60.8,Pass,Yes,Moderate (65-75%),Low (<8 hrs),Moderate Risk,6.08
STU1437,18,Male,Diploma,8.7,76.1,68.3,32.6,70.3,No,Yes,No,5.7,71.3,Merit,Yes,Good (75-85%),Medium (8-16 hrs),Low Risk,7.13
STU1438,21,Male,Diploma,17.1,62.3,65.6,28.5,69.1,Yes,Yes,No,6.4,64.8,Pass,Yes,Critical (<65%),High (>16 hrs),Moderate Risk,6.48
STU1439,20,Female,Bachelor,7.2,84.5,66.0,29.4,69.8,No,Yes,No,4.7,61.7,Pass,Yes,Good (75-85%),Low (<8 hrs),Moderate Risk,6.17
STU1440,18,Female,High School,3.7,83.0,50.8,22.1,81.6,No,No,Yes,6.0,49.2,At-Risk,No,Good (75-85%),Low (<8 hrs),High Risk,4.92
STU1441,18,Female,Bachelor,15.3,95.7,60.4,26.4,93.3,No,Yes,Yes,5.5,68.4,Merit,Yes,Excellent (>85%),Medium (8-16 hrs),Low Risk,6.84
STU1442,23,Female,Bachelor,4.9,88.7,78.6,35.9,90.7,Yes,Yes,No,7.0,75.7,Merit,Yes,Excellent (>85%),Low (<8 hrs),Low Risk,7.57
STU1443,19,Female,High School,17.9,68.6,82.7,35.6,75.5,No,No,No,9.6,59.1,Pass,Yes,Moderate (65-75%),High (>16 hrs),Moderate Risk,5.91
STU1444,19,Female,Master,10.9,61.8,59.1,25.2,59.6,No,Yes,No,7.8,57.7,Pass,Yes,Critical (<65%),Medium (8-16 hrs),Moderate Risk,5.77
STU1445,20,Male,Master,15.2,63.7,43.2,23.2,66.3,No,Yes,Yes,4.5,45.4,At-Risk,No,Critical (<65%),Medium (8-16 hrs),High Risk,4.54
STU1446,22,Female,Master,15.1,74.6,54.1,23.3,63.8,No,Yes,Yes,5.3,53.1,Pass,Yes,Moderate (65-75%),Medium (8-16 hrs),Moderate Risk,5.31
STU1447,23,Male,Diploma,18.6,89.5,90.9,42.2,77.8,Yes,Yes,No,5.6,91.3,Distinction,Yes,Excellent (>85%),High (>16 hrs),Low Risk,9.13
STU1448,20,Female,High School,17.4,97.0,54.9,21.6,79.8,No,Yes,Yes,5.1,57.3,Pass,Yes,Excellent (>85%),High (>16 hrs),Moderate Risk,5.73
STU1449,19,Female,Bachelor,7.2,77.7,63.6,27.1,70.7,Yes,Yes,No,6.7,61.3,Pass,Yes,Good (75-85%),Low (<8 hrs),Moderate Risk,6.13
STU1450,18,Female,Diploma,11.3,63.8,84.8,33.8,72.2,Yes,Yes,Yes,7.3,72.0,Merit,Yes,Critical (<65%),Medium (8-16 hrs),Low Risk,7.2
STU1451,20,Male,High School,15.2,85.7,57.6,32.4,76.9,No,Yes,Yes,5.6,63.4,Pass,Yes,Excellent (>85%),Medium (8-16 hrs),Moderate Risk,6.34
STU1452,19,Male,Diploma,25.0,89.9,62.7,33.0,84.2,No,Yes,Yes,6.8,72.5,Merit,Yes,Excellent (>85%),High (>16 hrs),Low Risk,7.25
STU1453,19,Male,Bachelor,17.5,94.4,76.1,36.3,84.7,No,Yes,Yes,7.2,73.4,Merit,Yes,Excellent (>85%),High (>16 hrs),Low Risk,7.34
STU1454,21,Male,High School,24.0,75.7,89.0,47.6,72.2,Yes,Yes,Yes,7.8,88.3,Distinction,Yes,Good (75-85%),High (>16 hrs),Low Risk,8.83
STU1455,18,Male,Diploma,15.6,43.5,56.0,27.9,59.8,Yes,Yes,No,7.2,57.0,Pass,Yes,Critical (<65%),Medium (8-16 hrs),High Risk,5.7
STU1456,19,Female,High School,21.6,40.0,84.5,37.4,45.0,No,Yes,Yes,7.4,62.8,Pass,Yes,Critical (<65%),High (>16 hrs),High Risk,6.28
STU1457,18,Female,Bachelor,14.6,63.7,61.1,28.8,67.1,No,Yes,Yes,7.0,61.4,Pass,Yes,Critical (<65%),Medium (8-16 hrs),Moderate Risk,6.14
STU1458,19,Male,Bachelor,21.2,78.1,52.6,28.4,73.1,Yes,Yes,No,5.9,72.7,Merit,Yes,Good (75-85%),High (>16 hrs),Low Risk,7.27
